2009,0101,1,06,11,14,17,32,524
2009,0102,2,12,20,30,38,39,525
2009,0105,3,02,03,21,24,29,526
2009,0106,4,02,09,10,11,37,527
2009,0107,5,12,20,26,33,39,528
2009,0108,6,27,28,32,34,35,529
2009,0109,7,01,07,11,15,30,530
2009,0112,8,10,15,20,22,36,531
2009,0113,9,02,11,21,30,34,532
2009,0114,10,04,14,25,34,38,533
2009,0115,11,14,17,29,35,36,534
2009,0116,12,08,09,25,28,35,535
2009,0119,13,03,18,24,31,36,536
2009,0120,14,05,08,26,32,38,537
2009,0121,15,02,03,09,24,35,538
2009,0122,16,04,05,21,25,35,539
2009,0123,17,02,14,21,33,39,540
2009,0126,18,02,07,14,31,39,541
2009,0127,19,02,06,09,21,36,542
2009,0128,20,05,08,09,26,29,543
2009,0129,21,04,09,16,26,31,544
2009,0130,22,16,19,30,31,38,545
2009,0202,23,08,18,23,27,37,546
2009,0203,24,05,18,30,31,39,547
2009,0204,25,05,19,22,30,33,548
2009,0205,26,04,07,16,19,25,549
2009,0206,27,07,12,20,37,39,550
2009,0209,28,06,12,15,21,23,551
2009,0210,29,20,21,24,26,30,552
2009,0211,30,05,17,18,23,37,553
2009,0212,31,05,06,24,32,36,554
2009,0213,32,04,05,29,32,38,555
2009,0216,33,03,06,23,24,35,556
2009,0217,34,01,09,18,25,36,557
2009,0218,35,01,10,19,22,34,558
2009,0219,36,07,09,15,23,31,559
2009,0220,37,02,05,19,22,24,560
2009,0223,38,15,22,32,33,39,561
2009,0224,39,03,06,11,20,30,562
2009,0225,40,16,22,24,28,36,563
2009,0226,41,02,05,06,27,35,564
2009,0227,42,01,09,13,18,25,565
2009,0302,43,03,15,24,30,33,566
2009,0303,44,01,11,19,21,22,567
2009,0304,45,05,10,29,30,36,568
2009,0305,46,01,25,29,31,38,569
2009,0306,47,06,08,09,19,38,570
2009,0309,48,10,21,24,33,36,571
2009,0310,49,04,07,09,34,38,572
2009,0311,50,12,19,32,36,39,573
2009,0312,51,12,31,32,36,37,574
2009,0313,52,03,04,13,25,36,575
2009,0316,53,01,04,11,29,38,576
2009,0317,54,05,07,13,35,37,577
2009,0318,55,04,27,32,35,38,578
2009,0319,56,02,30,31,33,39,579
2009,0320,57,09,17,33,34,36,580
2009,0323,58,05,22,24,27,28,581
2009,0324,59,05,17,21,31,38,582
2009,0325,60,14,15,17,30,32,583
2009,0326,61,01,13,16,28,29,584
2009,0327,62,03,09,12,24,39,585
2009,0330,63,08,15,25,26,28,586
2009,0331,64,20,21,25,31,34,587
2009,0401,65,11,16,22,31,36,588
2009,0402,66,13,16,23,29,31,589
2009,0403,67,12,14,19,37,39,590
2009,0406,68,16,20,35,36,39,591
2009,0407,69,02,04,10,24,39,592
2009,0408,70,03,08,10,26,33,593
2009,0409,71,05,08,18,26,36,594
2009,0410,72,01,02,03,23,32,595
2009,0413,73,03,06,17,30,38,596
2009,0414,74,03,05,21,29,30,597
2009,0415,75,03,23,29,35,38,598
2009,0416,76,04,11,15,25,30,599
2009,0417,77,07,08,32,33,39,600
2009,0420,78,01,03,29,37,39,601
2009,0421,79,11,16,20,27,28,602
2009,0422,80,02,17,20,36,38,603
2009,0423,81,01,02,21,30,31,604
2009,0424,82,11,20,28,36,38,605
2009,0427,83,03,09,16,23,29,606
2009,0428,84,02,07,35,36,38,607
2009,0429,85,01,07,13,19,20,608
2009,0430,86,15,16,22,27,37,609
2009,0501,87,12,13,29,31,36,610
2009,0504,88,12,15,16,29,33,611
2009,0505,89,06,22,28,34,37,612
2009,0506,90,05,07,16,35,39,613
2009,0507,91,19,20,21,26,30,614
2009,0508,92,01,14,22,33,34,615
2009,0511,93,01,10,16,24,39,616
2009,0512,94,01,09,11,31,34,617
2009,0513,95,11,16,20,30,37,618
2009,0514,96,09,10,20,33,37,619
2009,0515,97,24,25,26,37,39,620
2009,0518,98,03,12,13,36,38,621
2009,0519,99,03,09,11,29,31,622
2009,0520,100,09,15,18,22,23,623
2009,0521,101,02,13,20,32,39,624
2009,0522,102,03,11,12,27,34,625
2009,0525,103,01,27,30,33,39,626
2009,0526,104,01,07,16,34,36,627
2009,0527,105,14,17,21,26,32,628
2009,0528,106,09,11,30,34,38,629
2009,0529,107,05,06,09,25,38,630
2009,0601,108,01,20,21,29,31,631
2009,0602,109,01,04,06,12,18,632
2009,0603,110,08,10,20,24,37,633
2009,0604,111,15,19,25,28,36,634
2009,0605,112,02,12,14,15,38,635
2009,0608,113,09,13,22,27,33,636
2009,0609,114,06,23,31,34,38,637
2009,0610,115,12,24,27,31,35,638
2009,0611,116,14,15,19,25,33,639
2009,0612,117,04,19,33,34,35,640
2009,0615,118,07,13,18,21,27,641
2009,0616,119,04,06,15,19,20,642
2009,0617,120,07,12,16,27,36,643
2009,0618,121,01,11,19,24,29,644
2009,0619,122,06,12,18,21,37,645
2009,0622,123,10,17,21,25,34,646
2009,0623,124,17,20,21,31,32,647
2009,0624,125,16,21,22,34,38,648
2009,0625,126,02,10,19,28,38,649
2009,0626,127,13,15,20,27,39,650
2009,0629,128,03,07,09,15,24,651
2009,0630,129,01,11,21,29,31,652
2009,0701,130,09,11,25,32,33,653
2009,0702,131,04,10,25,30,31,654
2009,0703,132,02,04,14,29,35,655
2009,0706,133,03,06,07,13,23,656
2009,0707,134,01,22,27,30,36,657
2009,0708,135,12,13,22,24,33,658
2009,0709,136,06,17,21,35,37,659
2009,0710,137,03,15,25,26,31,660
2009,0713,138,14,16,31,36,37,661
2009,0714,139,03,04,07,15,23,662
2009,0715,140,02,05,27,36,37,663
2009,0716,141,02,10,21,37,39,664
2009,0717,142,01,03,06,15,33,665
2009,0720,143,04,08,09,17,38,666
2009,0721,144,03,17,24,25,32,667
2009,0722,145,03,06,10,13,22,668
2009,0723,146,01,03,24,32,39,669
2009,0724,147,14,28,30,33,34,670
2009,0727,148,05,08,36,37,38,671
2009,0728,149,03,13,19,21,37,672
2009,0729,150,02,15,23,24,33,673
2009,0730,151,03,09,18,34,38,674
2009,0731,152,13,14,16,17,32,675
2009,0803,153,01,06,20,23,26,676
2009,0804,154,10,12,14,18,34,677
2009,0805,155,02,10,25,29,37,678
2009,0806,156,16,17,28,32,33,679
2009,0807,157,01,08,14,25,37,680
2009,0810,158,03,12,19,23,39,681
2009,0811,159,05,18,22,23,32,682
2009,0812,160,05,08,17,32,37,683
2009,0813,161,08,11,15,17,31,684
2009,0814,162,08,25,28,30,37,685
2009,0817,163,01,10,25,34,38,686
2009,0818,164,06,07,15,17,26,687
2009,0819,165,06,14,20,35,36,688
2009,0820,166,09,12,14,16,34,689
2009,0821,167,17,23,26,28,31,690
2009,0824,168,01,18,22,27,39,691
2009,0825,169,07,14,17,29,37,692
2009,0826,170,07,10,17,19,26,693
2009,0827,171,24,26,28,29,37,694
2009,0828,172,09,16,21,24,29,695
2009,0831,173,01,05,16,20,38,696
2009,0901,174,02,15,22,32,35,697
2009,0902,175,02,04,07,34,38,698
2009,0903,176,10,17,23,26,39,699
2009,0904,177,09,17,27,32,38,700
2009,0907,178,09,11,22,27,29,701
2009,0908,179,01,11,26,27,31,702
2009,0909,180,01,22,26,29,31,703
2009,0910,181,13,15,16,18,26,704
2009,0911,182,16,25,26,32,33,705
2009,0914,183,08,13,14,26,27,706
2009,0915,184,06,14,27,30,31,707
2009,0916,185,08,23,27,28,38,708
2009,0917,186,07,19,23,30,39,709
2009,0918,187,11,12,15,22,38,710
2009,0921,188,04,14,24,27,34,711
2009,0922,189,09,14,18,27,32,712
2009,0923,190,03,09,13,37,38,713
2009,0924,191,02,09,10,21,37,714
2009,0925,192,03,05,14,16,20,715
2009,0928,193,06,26,31,32,33,716
2009,0929,194,11,24,31,32,34,717
2009,0930,195,05,07,11,16,23,718
2009,1001,196,07,14,24,31,35,719
2009,1002,197,14,24,26,31,36,720
2009,1005,198,18,20,23,24,30,721
2009,1006,199,15,18,22,25,29,722
2009,1007,200,03,05,08,09,35,723
2009,1008,201,02,26,31,33,34,724
